id,order_id,entity,amount,currency,status,method,captured,email,contact,customer_id,bank,error_code,error_description,error_source,error_step,error_reason,root_cause,created_at,attempt_number,previous_success_rate,previous_failure_rate,upi_success_rate,card_success_rate,time_since_last_attempt_min,hour,day_of_week,checkout_duration_sec,customer_value_tier,recovered,recovery_action
pay_00000000000664,order_00000000000664,payment,2608479,INR,failed,card,False,customer664@example.com,+919869737061,cust_0000000264,SBIN,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787306658,1,0.417,0.583,0.273,0.483,0,13,1,327,high,0,retry
pay_00000000000665,order_00000000000665,payment,4820841,INR,failed,card,False,customer665@example.com,+919834131353,cust_0000000265,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787658685,2,0.503,0.497,0.399,0.661,554,20,4,379,high,1,retry
pay_00000000000666,order_00000000000666,payment,336971,INR,failed,card,False,customer666@example.com,+919839596058,cust_0000000266,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1788256027,1,0.308,0.692,0.211,0.486,0,15,6,120,mid,1,retry
pay_00000000000667,order_00000000000667,payment,178648,INR,failed,upi,False,customer667@example.com,+919895501953,cust_0000000267,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786173733,1,0.753,0.247,0.669,0.767,0,2,2,99,mid,0,retry
pay_00000000000668,order_00000000000668,payment,66312,INR,failed,card,False,customer668@example.com,+919845004529,cust_0000000268,ICIC,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1788274241,1,0.745,0.255,0.43,0.966,0,16,5,163,low,1,retry
pay_00000000000669,order_00000000000669,payment,69734,INR,failed,upi,False,customer669@example.com,+919810375217,cust_0000000269,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787535017,2,0.634,0.366,0.617,0.693,181,13,3,28,low,1,retry
pay_00000000000670,order_00000000000670,payment,487264,INR,failed,netbanking,False,customer670@example.com,+919815620119,cust_0000000270,KKBK,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788465772,2,0.562,0.438,0.694,0.448,2363,11,2,102,mid,1,retry
pay_00000000000671,order_00000000000671,payment,28456,INR,failed,upi,False,customer671@example.com,+919826678492,cust_0000000271,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786299760,3,0.582,0.418,0.608,0.469,1036,3,6,215,low,0,escalate
pay_00000000000672,order_00000000000672,payment,703985,INR,failed,card,False,customer672@example.com,+919828991936,cust_0000000272,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786952858,1,0.515,0.485,0.503,0.577,0,8,1,94,mid,1,switch_to_upi
pay_00000000000673,order_00000000000673,payment,115057,INR,failed,upi,False,customer673@example.com,+919815473245,cust_0000000273,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786994376,2,0.706,0.294,0.662,0.767,337,3,2,143,low,1,send_reminder
pay_00000000000674,order_00000000000674,payment,145726,INR,failed,card,False,customer674@example.com,+919878851029,cust_0000000274,KKBK,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786406457,2,0.492,0.508,0.315,0.702,1147,12,2,225,low,0,retry
pay_00000000000675,order_00000000000675,payment,214518,INR,failed,upi,False,customer675@example.com,+919849107858,cust_0000000275,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787629255,4,0.715,0.285,0.777,0.686,236,9,5,342,mid,0,escalate
pay_00000000000676,order_00000000000676,payment,26334,INR,failed,card,False,customer676@example.com,+919839096022,cust_0000000276,ICIC,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786932256,3,0.524,0.476,0.349,0.706,2781,18,0,338,low,1,escalate
pay_00000000000677,order_00000000000677,payment,870312,INR,failed,upi,False,customer677@example.com,+919813945762,cust_0000000277,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786172686,1,0.819,0.181,0.918,0.622,0,5,1,28,high,0,retry
pay_00000000000678,order_00000000000678,payment,374082,INR,failed,card,False,customer678@example.com,+919820234362,cust_0000000278,SBIN,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786098861,2,0.57,0.43,0.347,0.869,549,19,6,192,mid,0,retry
pay_00000000000679,order_00000000000679,payment,354163,INR,failed,card,False,customer679@example.com,+919842231365,cust_0000000279,UTIB,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787477410,2,0.531,0.469,0.194,0.8,2072,6,4,323,mid,1,retry
pay_00000000000680,order_00000000000680,payment,77064,INR,failed,card,False,customer680@example.com,+919812411735,cust_0000000280,HDFC,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787821683,1,0.587,0.413,0.454,0.753,0,23,1,233,low,1,retry
pay_00000000000681,order_00000000000681,payment,2272269,INR,failed,netbanking,False,customer681@example.com,+919867685899,cust_0000000281,KKBK,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786322837,1,0.361,0.639,0.266,0.419,0,8,2,197,high,1,send_reminder
pay_00000000000682,order_00000000000682,payment,3350188,INR,failed,card,False,customer682@example.com,+919836047525,cust_0000000282,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787379177,1,0.56,0.44,0.346,0.708,0,0,6,285,high,0,retry
pay_00000000000683,order_00000000000683,payment,110584,INR,failed,card,False,customer683@example.com,+919848835846,cust_0000000283,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786223029,1,0.585,0.415,0.59,0.655,0,11,4,312,low,1,retry
pay_00000000000684,order_00000000000684,payment,729546,INR,failed,card,False,customer684@example.com,+919859147913,cust_0000000284,KKBK,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787019899,1,0.502,0.498,0.245,0.744,0,16,2,89,mid,1,retry
pay_00000000000685,order_00000000000685,payment,2670893,INR,failed,upi,False,customer685@example.com,+919817351443,cust_0000000285,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786920409,3,0.706,0.294,0.737,0.604,1656,4,6,235,high,0,escalate
pay_00000000000686,order_00000000000686,payment,389191,INR,failed,card,False,customer686@example.com,+919897266969,cust_0000000286,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786449014,1,0.46,0.54,0.72,0.265,0,21,5,323,mid,0,switch_to_upi
pay_00000000000687,order_00000000000687,payment,91991,INR,failed,upi,False,customer687@example.com,+919845707089,cust_0000000287,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1788238770,2,0.769,0.231,0.56,0.939,601,11,4,361,low,1,retry
pay_00000000000688,order_00000000000688,payment,503215,INR,failed,netbanking,False,customer688@example.com,+919829992004,cust_0000000288,ICIC,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1786166306,1,0.416,0.584,0.489,0.413,0,6,6,151,mid,1,send_reminder
pay_00000000000689,order_00000000000689,payment,558196,INR,failed,netbanking,False,customer689@example.com,+919820900372,cust_0000000289,PUNB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787820030,3,0.219,0.781,0.357,0.179,2064,3,6,213,mid,1,escalate
pay_00000000000690,order_00000000000690,payment,335796,INR,failed,upi,False,customer690@example.com,+919816751040,cust_0000000290,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787085908,1,0.711,0.289,0.706,0.645,0,14,5,225,mid,1,retry
pay_00000000000691,order_00000000000691,payment,170407,INR,failed,card,False,customer691@example.com,+919831605270,cust_0000000291,KKBK,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786106802,2,0.796,0.204,0.601,0.919,1575,23,5,257,mid,0,retry
pay_00000000000692,order_00000000000692,payment,1652757,INR,failed,card,False,customer692@example.com,+919839376377,cust_0000000292,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787632795,1,0.575,0.425,0.541,0.616,0,19,1,15,high,1,retry
pay_00000000000693,order_00000000000693,payment,1160720,INR,failed,netbanking,False,customer693@example.com,+919841743500,cust_0000000293,UTIB,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787771554,1,0.484,0.516,0.643,0.31,0,13,2,160,high,0,retry
pay_00000000000694,order_00000000000694,payment,4923632,INR,failed,upi,False,customer694@example.com,+919835955748,cust_0000000294,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787535801,1,0.817,0.183,0.818,0.733,0,17,6,108,high,1,retry
pay_00000000000695,order_00000000000695,payment,2286600,INR,failed,upi,False,customer695@example.com,+919840723550,cust_0000000295,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786230001,1,0.71,0.29,0.764,0.581,0,21,2,224,high,1,retry
pay_00000000000696,order_00000000000696,payment,73095,INR,failed,upi,False,customer696@example.com,+919821321601,cust_0000000296,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787913951,3,0.653,0.347,0.721,0.604,1541,11,6,16,low,0,escalate
pay_00000000000697,order_00000000000697,payment,747092,INR,failed,card,False,customer697@example.com,+919828621916,cust_0000000297,SBIN,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786249120,3,0.901,0.099,0.727,0.977,298,16,5,104,mid,0,escalate
pay_00000000000698,order_00000000000698,payment,40753,INR,failed,card,False,customer698@example.com,+919898894223,cust_0000000298,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786814160,1,0.783,0.217,0.947,0.662,0,1,4,369,low,1,switch_to_upi
pay_00000000000699,order_00000000000699,payment,513624,INR,failed,emi,False,customer699@example.com,+919869244451,cust_0000000299,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788246453,2,0.455,0.545,0.541,0.366,147,16,3,399,mid,1,retry
pay_00000000000700,order_00000000000700,payment,102289,INR,failed,upi,False,customer700@example.com,+919893703711,cust_0000000300,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786220909,3,0.516,0.484,0.377,0.599,2220,17,3,211,low,1,escalate
pay_00000000000701,order_00000000000701,payment,567955,INR,failed,wallet,False,customer701@example.com,+919814012808,cust_0000000301,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787119479,1,0.581,0.419,0.684,0.419,0,11,0,371,mid,1,send_reminder
pay_00000000000702,order_00000000000702,payment,2331391,INR,failed,upi,False,customer702@example.com,+919857381532,cust_0000000302,,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786066582,2,0.529,0.471,0.797,0.326,1615,12,3,318,high,1,retry
pay_00000000000703,order_00000000000703,payment,1664887,INR,failed,card,False,customer703@example.com,+919854007398,cust_0000000303,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786395194,1,0.816,0.184,0.749,0.809,0,12,1,148,high,1,switch_to_upi
pay_00000000000704,order_00000000000704,payment,99683,INR,failed,upi,False,customer704@example.com,+919813443928,cust_0000000304,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786577261,2,0.737,0.263,0.906,0.623,1603,16,0,301,low,1,send_reminder
pay_00000000000705,order_00000000000705,payment,687196,INR,failed,upi,False,customer705@example.com,+919836729167,cust_0000000305,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786443418,1,0.576,0.424,0.869,0.338,0,15,4,262,mid,1,retry
pay_00000000000706,order_00000000000706,payment,101183,INR,failed,netbanking,False,customer706@example.com,+919867210317,cust_0000000306,UTIB,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1787299989,1,0.45,0.55,0.485,0.475,0,23,6,283,low,1,retry
pay_00000000000707,order_00000000000707,payment,738760,INR,failed,upi,False,customer707@example.com,+919810902819,cust_0000000307,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787491409,1,0.631,0.369,0.623,0.55,0,23,6,82,mid,0,retry
pay_00000000000708,order_00000000000708,payment,621628,INR,failed,card,False,customer708@example.com,+919855350898,cust_0000000308,KKBK,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787216249,2,0.592,0.408,0.347,0.764,567,9,6,100,mid,0,send_reminder
pay_00000000000709,order_00000000000709,payment,110856,INR,failed,emi,False,customer709@example.com,+919815754576,cust_0000000309,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1787976854,1,0.657,0.343,0.595,0.697,0,4,6,18,low,0,retry
pay_00000000000710,order_00000000000710,payment,64555,INR,failed,netbanking,False,customer710@example.com,+919834447629,cust_0000000310,PUNB,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1788209947,1,0.497,0.503,0.376,0.545,0,6,5,339,low,1,retry
pay_00000000000711,order_00000000000711,payment,612488,INR,failed,card,False,customer711@example.com,+919879164276,cust_0000000311,PUNB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787927504,3,0.647,0.353,0.348,0.907,532,4,5,18,mid,1,escalate
pay_00000000000712,order_00000000000712,payment,3357430,INR,failed,upi,False,customer712@example.com,+919879738269,cust_0000000312,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1787604377,2,0.711,0.289,0.68,0.817,34,2,0,208,high,0,retry
pay_00000000000713,order_00000000000713,payment,65886,INR,failed,card,False,customer713@example.com,+919845652297,cust_0000000313,UTIB,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1788061899,1,0.658,0.342,0.724,0.558,0,8,5,200,low,1,switch_to_upi
pay_00000000000714,order_00000000000714,payment,205675,INR,failed,card,False,customer714@example.com,+919838866008,cust_0000000314,ICIC,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786773276,2,0.754,0.246,0.759,0.669,720,3,5,255,mid,1,retry
pay_00000000000715,order_00000000000715,payment,4382774,INR,failed,card,False,customer715@example.com,+919841711899,cust_0000000315,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786321296,2,0.473,0.527,0.538,0.386,309,21,6,314,high,0,switch_to_upi
pay_00000000000716,order_00000000000716,payment,562176,INR,failed,card,False,customer716@example.com,+919887525357,cust_0000000316,UTIB,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786067314,2,0.601,0.399,0.301,0.908,1070,0,4,185,mid,0,send_reminder
pay_00000000000717,order_00000000000717,payment,671877,INR,failed,upi,False,customer717@example.com,+919884935401,cust_0000000317,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786454314,2,0.649,0.351,0.561,0.703,567,15,5,182,mid,0,send_reminder
pay_00000000000718,order_00000000000718,payment,638219,INR,failed,card,False,customer718@example.com,+919859954883,cust_0000000318,PUNB,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786473651,1,0.539,0.461,0.201,0.8,0,21,1,369,mid,0,retry
pay_00000000000719,order_00000000000719,payment,95060,INR,failed,card,False,customer719@example.com,+919831878126,cust_0000000319,ICIC,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786238008,1,0.547,0.453,0.162,0.985,0,14,0,192,low,1,retry
pay_00000000000720,order_00000000000720,payment,209442,INR,failed,netbanking,False,customer720@example.com,+919889656203,cust_0000000320,UTIB,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1788241153,2,0.531,0.469,0.207,0.86,339,18,3,255,mid,1,retry
pay_00000000000721,order_00000000000721,payment,206102,INR,failed,upi,False,customer721@example.com,+919861349294,cust_0000000321,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786941896,1,0.391,0.609,0.542,0.148,0,23,5,60,mid,1,retry
pay_00000000000722,order_00000000000722,payment,58484,INR,failed,card,False,customer722@example.com,+919834003188,cust_0000000322,UTIB,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1787366490,2,0.826,0.174,0.739,0.827,2197,12,2,121,low,1,switch_to_upi
pay_00000000000723,order_00000000000723,payment,107152,INR,failed,upi,False,customer723@example.com,+919889376527,cust_0000000323,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787818683,1,0.489,0.511,0.729,0.32,0,19,2,207,low,1,retry
pay_00000000000724,order_00000000000724,payment,761800,INR,failed,upi,False,customer724@example.com,+919835602895,cust_0000000324,,GATEWAY_ERROR,Payment was declined by the issuing bank/gateway.,gateway,payment_authorization,payment_declined,BANK_DECLINE,1786853120,2,0.362,0.638,0.595,0.187,486,3,1,247,mid,1,retry
pay_00000000000725,order_00000000000725,payment,83157,INR,failed,wallet,False,customer725@example.com,+919884830195,cust_0000000325,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1786555345,1,0.514,0.486,0.573,0.406,0,11,4,97,low,1,retry
pay_00000000000726,order_00000000000726,payment,262239,INR,failed,card,False,customer726@example.com,+919811017031,cust_0000000326,ICIC,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1787433638,3,0.409,0.591,0.35,0.543,2804,8,6,96,mid,0,escalate
pay_00000000000727,order_00000000000727,payment,57361,INR,failed,card,False,customer727@example.com,+919843702011,cust_0000000327,UTIB,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1786809823,2,0.502,0.498,0.313,0.672,561,8,3,69,low,0,send_reminder
pay_00000000000728,order_00000000000728,payment,4355136,INR,failed,card,False,customer728@example.com,+919899951979,cust_0000000328,SBIN,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1786752880,1,0.668,0.332,0.496,0.85,0,1,4,21,high,1,retry
pay_00000000000729,order_00000000000729,payment,147135,INR,failed,card,False,customer729@example.com,+919836380976,cust_0000000329,HDFC,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788557821,2,0.744,0.256,0.752,0.642,717,9,1,220,low,1,retry
pay_00000000000730,order_00000000000730,payment,107955,INR,failed,upi,False,customer730@example.com,+919868627491,cust_0000000330,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788006338,1,0.576,0.424,0.641,0.586,0,14,2,238,low,0,retry
pay_00000000000731,order_00000000000731,payment,272137,INR,failed,card,False,customer731@example.com,+919843865364,cust_0000000331,HDFC,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1788548517,2,0.553,0.447,0.364,0.776,1915,18,3,356,mid,1,retry
pay_00000000000732,order_00000000000732,payment,107518,INR,failed,upi,False,customer732@example.com,+919889140910,cust_0000000332,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1787382581,2,0.569,0.431,0.524,0.575,2494,1,2,327,low,1,retry
pay_00000000000733,order_00000000000733,payment,456830,INR,failed,card,False,customer733@example.com,+919848474186,cust_0000000333,HDFC,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786596599,1,0.532,0.468,0.76,0.38,0,12,0,91,mid,1,switch_to_upi
pay_00000000000734,order_00000000000734,payment,220249,INR,failed,upi,False,customer734@example.com,+919872715713,cust_0000000334,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1788417098,4,0.614,0.386,0.844,0.301,572,13,6,353,mid,1,escalate
pay_00000000000735,order_00000000000735,payment,2773090,INR,failed,card,False,customer735@example.com,+919889923159,cust_0000000335,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786178463,3,0.486,0.514,0.922,0.13,2520,21,5,399,high,0,escalate
pay_00000000000736,order_00000000000736,payment,1959646,INR,failed,upi,False,customer736@example.com,+919841291228,cust_0000000336,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786235611,3,0.493,0.507,0.498,0.393,2138,3,3,197,high,1,escalate
pay_00000000000737,order_00000000000737,payment,3068414,INR,failed,emi,False,customer737@example.com,+919830191314,cust_0000000337,,GATEWAY_ERROR,Payment was unsuccessful due to a temporary issue.,gateway,payment_processing,gateway_timeout,NETWORK_TIMEOUT,1786687458,2,0.543,0.457,0.601,0.432,2293,19,5,231,high,0,retry
pay_00000000000738,order_00000000000738,payment,759196,INR,failed,upi,False,customer738@example.com,+919884067785,cust_0000000338,,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787590271,1,0.761,0.239,0.636,0.844,0,11,3,37,mid,1,retry
pay_00000000000739,order_00000000000739,payment,567499,INR,failed,card,False,customer739@example.com,+919847988983,cust_0000000339,KKBK,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787052549,3,0.612,0.388,0.316,0.892,1728,20,0,324,mid,0,escalate
pay_00000000000740,order_00000000000740,payment,119621,INR,failed,upi,False,customer740@example.com,+919887023573,cust_0000000340,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1787699780,4,0.502,0.498,0.623,0.452,2,17,4,79,low,0,escalate
pay_00000000000741,order_00000000000741,payment,595555,INR,failed,upi,False,customer741@example.com,+919825159382,cust_0000000341,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786170976,1,0.734,0.266,0.59,0.78,0,2,0,168,mid,1,retry
pay_00000000000742,order_00000000000742,payment,140370,INR,failed,netbanking,False,customer742@example.com,+919812943511,cust_0000000342,ICIC,SERVER_ERROR,The service was temporarily unavailable.,gateway,payment_processing,internal_error,NETWORK_TIMEOUT,1787119651,1,0.44,0.56,0.51,0.469,0,16,0,220,low,1,retry
pay_00000000000743,order_00000000000743,payment,216248,INR,failed,wallet,False,customer743@example.com,+919844721033,cust_0000000343,,GATEWAY_ERROR,Payment was flagged and declined by risk checks.,business,payment_authorization,risk_check_failed,RETRY_LIMIT,1786137215,1,0.59,0.41,0.591,0.631,0,23,0,279,mid,1,retry
pay_00000000000744,order_00000000000744,payment,87760,INR,failed,card,False,customer744@example.com,+919845571248,cust_0000000344,KKBK,GATEWAY_ERROR,Payment failed because of insufficient funds in the account.,customer,payment_authorization,insufficient_funds,CARD_FAILURE,1786860154,1,0.667,0.333,0.79,0.625,0,19,1,216,low,1,switch_to_upi
pay_00000000000745,order_00000000000745,payment,3654517,INR,failed,upi,False,customer745@example.com,+919826658677,cust_0000000345,,GATEWAY_ERROR,UPI payment was declined by the customer's bank/PSP app.,bank,payment_authorization,upi_declined,UPI_FAILURE,1786056894,1,0.656,0.344,0.856,0.48,0,8,2,352,high,1,retry
pay_00000000000746,order_00000000000746,payment,774958,INR,failed,card,False,customer746@example.com,+919896921883,cust_0000000346,ICIC,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1788211461,1,0.664,0.336,0.359,0.975,0,13,2,142,mid,1,send_reminder
pay_00000000000747,order_00000000000747,payment,199239,INR,failed,card,False,customer747@example.com,+919884726038,cust_0000000347,KKBK,GATEWAY_ERROR,The card used for payment has expired.,customer,payment_authorization,card_expired,CARD_FAILURE,1786806790,1,0.506,0.494,0.918,0.167,0,12,5,155,mid,0,switch_to_upi
pay_00000000000748,order_00000000000748,payment,748957,INR,failed,upi,False,customer748@example.com,+919891686348,cust_0000000348,,BAD_REQUEST_ERROR,Customer did not complete OTP authentication in time.,customer,payment_authentication,otp_timeout,USER_ABANDONMENT,1788509747,1,0.746,0.254,0.757,0.736,0,10,1,113,mid,0,send_reminder
pay_00000000000749,order_00000000000749,payment,102919,INR,failed,upi,False,customer749@example.com,+919867109058,cust_0000000349,,BAD_REQUEST_ERROR,Authentication failed due to incorrect otp.,customer,payment_authentication,incorrect_otp,USER_ABANDONMENT,1787958730,1,0.576,0.424,0.797,0.387,0,1,0,370,low,0,send_reminder
pay_00000000000750,order_00000000000750,payment,28825,INR,failed,netbanking,False,customer750@example.com,+919823410324,cust_0000000350,HDFC,GATEWAY_ERROR,Payment failed due to a temporary issue at the bank's end.,bank,payment_authorization,bank_server_error,NETWORK_TIMEOUT,1787068509,1,0.448,0.552,0.445,0.488,0,2,1,158,low,1,retry
